"Dist Code","Year","State Code","State Name","Dist Name","RICE YIELD (Kg per ha)","WHEAT YIELD (Kg per ha)","KHARIF SORGHUM YIELD (Kg per ha)","RABI SORGHUM YIELD (Kg per ha)","SORGHUM YIELD (Kg per ha)","PEARL MILLET YIELD (Kg per ha)","MAIZE YIELD (Kg per ha)","FINGER MILLET YIELD (Kg per ha)","BARLEY YIELD (Kg per ha)","CHICKPEA YIELD (Kg per ha)","PIGEONPEA YIELD (Kg per ha)","MINOR PULSES YIELD (Kg per ha)","GROUNDNUT YIELD (Kg per ha)","SESAMUM YIELD (Kg per ha)","RAPESEED AND MUSTARD YIELD (Kg per ha)","SAFFLOWER YIELD (Kg per ha)","CASTOR YIELD (Kg per ha)","LINSEED YIELD (Kg per ha)","SUNFLOWER YIELD (Kg per ha)","SOYABEAN YIELD (Kg per ha)","OILSEEDS YIELD (Kg per ha)","SUGARCANE YIELD (Kg per ha)","COTTON YIELD (Kg per ha)"
"1","1988","14","Chhattisgarh","Durg","842.19","462.24","1000.0","0.0","1000.0","0.0","1052.63","250.0","0.0","481.42","1141.18","293.72","1000.0","186.67","560.0","333.33","0.0","119.25","0.0","857.14","174.22","2500.0","0.0"
"1","1989","14","Chhattisgarh","Durg","692.67","518.26","1000.0","0.0","1000.0","0.0","1297.3","250.0","0.0","505.85","1071.71","263.33","848.48","203.13","538.46","0.0","0.0","154.81","0.0","714.29","228.49","1750.0","0.0"
"1","1990","14","Chhattisgarh","Durg","1181.43","685.08","800.0","0.0","800.0","0.0","950.0","0.0","1000.0","511.89","1031.58","349.87","852.94","157.89","574.55","0.0","0.0","181.68","0.0","778.33","233.33","1428.57","0.0"
"1","1991","14","Chhattisgarh","Durg","1136.31","620.69","782.61","0.0","782.61","0.0","921.05","0.0","0.0","645.9","1041.1","499.44","1038.46","142.86","576.35","500.0","0.0","261.43","250.0","657.68","300.93","1956.52","0.0"
"1","1992","14","Chhattisgarh","Durg","1129.8","365.42","909.09","0.0","909.09","0.0","1363.64","0.0","0.0","563.06","1035.09","388.52","1437.5","166.67","601.27","250.0","0.0","226.16","222.22","705.88","310.57","1714.29","0.0"
"1","1993","14","Chhattisgarh","Durg","1246.02","704.14","1000.0","1416.67","1384.62","1000.0","1105.26","0.0","0.0","628.39","1086.71","428.48","1040.0","166.67","504.79","250.0","0.0","208.43","304.35","887.81","389.69","1777.78","0.0"
"1","1994","14","Chhattisgarh","Durg","1331.73","805.48","666.67","0.0","666.67","0.0","895.83","0.0","0.0","653.57","1019.23","402.91","1000.0","137.93","620.69","250.0","0.0","248.92","320.0","792.9","341.88","1750.0","0.0"
"1","1995","14","Chhattisgarh","Durg","1454.44","714.29","1000.0","0.0","1000.0","0.0","1333.33","0.0","1000.0","494.35","854.3","253.92","1111.11","186.05","481.48","666.67","0.0","172.1","333.33","864.75","328.14","1600.0","0.0"
"1","1996","14","Chhattisgarh","Durg","1290.2","803.87","666.67","0.0","666.67","1000.0","1281.25","0.0","0.0","663.55","976.19","443.26","1000.0","155.56","500.0","500.0","0.0","273.94","333.33","688.89","422.6","1833.33","0.0"
"1","1997","14","Chhattisgarh","Durg","1138.37","514.04","82.64","0.0","80.65","0.0","914.29","0.0","0.0","439.64","595.04","40.02","1000.0","133.33","384.62","333.33","0.0","130.92","250.0","793.83","417.56","1875.0","0.0"
"1","1998","14","Chhattisgarh","Durg","870.45","621.62","1000.0","0.0","1000.0","0.0","1012.65","0.0","0.0","591.05","946.67","357.18","1000.0","175.37","473.57","250.0","0.0","201.06","0.0","465.2","313.25","1939.21","0.0"
"1","1999","14","Chhattisgarh","Durg","1251.04","0.0","0.0","0.0","0.0","0.0","1307.44","280.0","0.0","669.94","1017.27","429.46","1000.0","219.59","825.82","323.14","0.0","253.15","710.18","703.61","332.25","3340.34","0.0"
"1","2000","14","Chhattisgarh","Durg","624.89","588.19","558.46","0.0","558.46","631.0","792.52","304.35","0.0","506.84","345.8","281.31","894.94","155.67","251.37","738.01","369.0","206.51","684.21","549.69","280.03","178.83","0.0"
"1","2001","14","Chhattisgarh","Durg","1294.13","702.43","902.45","0.0","902.45","0.0","672.21","272.73","1000.0","735.92","383.23","300.83","1423.7","226.78","323.74","684.5","315.5","268.77","708.33","728.76","333.41","188.49","0.0"
"1","2002","14","Chhattisgarh","Durg","643.6","754.44","947.81","0.0","947.81","0.0","1284.3","217.39","1000.0","637.98","404.43","269.85","1338.07","255.53","302.88","311.46","0.0","280.51","696.21","536.3","359.97","206.84","500.0"
"1","2003","14","Chhattisgarh","Durg","1494.73","778.78","872.07","0.0","872.07","0.0","983.49","333.33","666.67","981.46","583.78","318.35","1384.66","274.07","373.79","264.99","0.0","306.16","665.96","859.5","359.67","207.38","714.29"
"1","2004","14","Chhattisgarh","Durg","1268.46","636.48","678.48","0.0","678.48","0.0","1186.04","360.0","1000.0","501.01","498.67","280.83","1526.54","299.01","341.04","225.9","500.0","221.27","692.22","938.76","475.24","206.84","512.2"
"1","2005","14","Chhattisgarh","Durg","1268.46","636.48","604.58","0.0","604.58","0.0","1186.04","360.0","1000.0","501.01","498.67","299.83","1526.54","299.01","341.04","225.9","500.0","221.27","692.22","938.76","517.97","206.84","0.0"
"1","2006","14","Chhattisgarh","Durg","1505.81","723.16","717.19","0.0","717.19","0.0","953.14","333.33","0.0","723.74","431.39","544.25","1465.31","290.09","294.49","264.68","250.0","253.83","628.38","889.29","566.49","105.93","263.16"
"1","2007","14","Chhattisgarh","Durg","1369.98","921.03","177.1","0.0","920.85","0.0","1157.23","263.16","1166.67","909.8","493.05","1789.63","1551.07","297.9","375.35","227.27","356.05","309.82","797.55","1149.7","859.2","123.15","250.0"
"1","2008","14","Chhattisgarh","Durg","876.42","855.47","334.29","0.0","1244.99","0.0","984.92","300.0","1000.0","856.71","550.84","795.01","1567.28","253.22","340.02","260.87","0.0","254.22","690.96","941.19","772.2","111.7","1000.0"
"1","2009","14","Chhattisgarh","Durg","788.37","898.09","369.59","0.0","1180.57","0.0","1045.97","235.29","166.67","883.44","518.7","433.68","1814.16","404.09","428.18","218.75","0.0","269.77","654.12","898.97","767.05","231.58","0.0"
"1","2010","14","Chhattisgarh","Durg","1695.77","994.69","1393.94","0.0","1393.94","1443.11","1457.32","0.0","777.78","948.89","402.03","506.28","1861.6","260.12","355.94","250.0","0.0","250.58","725.0","1148.66","986.66","256.96","0.0"
"1","2011","14","Chhattisgarh","Durg","1756.23","1115.68","774.6","0.0","774.6","0.0","1285.56","250.0","1133.33","1008.49","440.09","451.66","1561.11","347.76","418.76","203.94","0.0","390.64","833.33","802.03","735.8","506.02","250.0"
"1","2012","14","Chhattisgarh","Durg","1900.97","1087.1","705.81","0.0","705.81","0.0","1538.56","277.78","578.95","1130.97","543.12","377.05","1502.72","272.66","434.56","252.03","400.0","418.13","736.84","1194.76","1051.69","252.98","153.85"
"1","2013","14","Chhattisgarh","Durg","1581.86","1043.06","0.0","0.0","636.36","909.09","1742.2","235.29","545.45","756.19","499.89","397.0","1817.44","258.89","469.08","217.39","0.0","351.35","458.33","1003.99","917.64","237.45","200.0"
"1","2014","14","Chhattisgarh","Durg","1729.89","1151.49","0.0","0.0","809.24","750.0","1451.66","230.77","785.71","1056.09","628.58","679.02","1627.06","425.14","473.43","217.39","0.0","383.47","500.0","465.22","462.3","602.17","400.0"
"1","2015","14","Chhattisgarh","Durg","1076.95","1120.74","0.0","0.0","1039.58","0.0","1467.17","166.67","750.0","754.73","445.48","387.89","1687.82","374.48","493.81","333.33","0.0","326.49","800.0","500.02","326.61","228.49","200.0"
"1","2016","14","Chhattisgarh","Durg","2085.96","1263.55","0.0","0.0","1592.3","1000.0","2028.48","209.68","1333.33","1161.83","639.15","1002.1","2020.21","377.4","442.1","349.4","0.0","0.0","0.0","742.71","0.0","389.38","317.81"
"1","2017","14","Chhattisgarh","Durg","1168.92","1153.77","0.0","0.0","1268.62","333.33","1956.03","285.71","1000.0","1003.82","407.16","421.98","1722.94","273.92","425.21","395.19","0.0","252.72","0.0","323.3","0.0","181.06","297.85"
"2","1988","14","Chhattisgarh","Bastar","965.78","1071.43","914.89","0.0","914.89","0.0","1430.07","283.19","0.0","407.41","1366.67","366.25","1000.0","200.0","585.8","0.0","0.0","243.24","0.0","500.0","329.62","3000.0","0.0"
"2","1989","14","Chhattisgarh","Bastar","952.77","1038.46","1011.11","0.0","1011.11","0.0","1926.06","295.24","0.0","416.67","1500.0","354.09","0.0","242.42","559.75","0.0","0.0","218.75","0.0","1000.0","316.74","3500.0","0.0"
"2","1990","14","Chhattisgarh","Bastar","970.47","1200.0","982.14","920.0","962.96","0.0","1476.36","0.0","0.0","473.68","1500.0","370.99","0.0","178.57","639.22","0.0","0.0","212.12","0.0","800.0","343.25","3666.67","0.0"
"2","1991","14","Chhattisgarh","Bastar","1072.13","1363.64","1037.04","782.61","961.04","0.0","1483.64","0.0","0.0","588.24","1346.15","376.47","0.0","160.0","689.38","0.0","0.0","266.67","250.0","1000.0","369.27","2941.18","0.0"
"2","1992","14","Chhattisgarh","Bastar","912.56","1250.0","1000.0","1363.64","1106.67","0.0","1683.64","0.0","0.0","470.59","1259.26","353.04","0.0","208.33","531.28","0.0","0.0","214.29","181.82","925.53","288.18","3513.51","0.0"
"2","1993","14","Chhattisgarh","Bastar","997.36","1444.44","1090.91","0.0","1709.09","0.0","1613.97","0.0","0.0","550.0","1392.86","382.59","1000.0","250.0","509.01","0.0","0.0","250.0","285.71","1057.97","298.58","3750.0","0.0"
"2","1994","14","Chhattisgarh","Bastar","990.33","1500.0","867.92","761.9","837.84","0.0","1262.75","0.0","0.0","631.58","1346.15","404.18","1000.0","208.33","572.58","0.0","0.0","255.32","200.0","1000.0","313.4","3000.0","0.0"
"2","1995","14","Chhattisgarh","Bastar","951.7","1562.5","1080.0","1150.0","1100.0","0.0","1684.21","0.0","0.0","550.0","1125.0","393.33","1000.0","230.77","572.65","0.0","0.0","250.0","0.0","1333.33","322.89","3666.67","0.0"
"2","1996","14","Chhattisgarh","Bastar","1040.99","1650.0","1049.18","948.28","1000.0","0.0","1586.07","0.0","0.0","600.0","1208.33","383.04","1000.0","241.38","640.35","0.0","0.0","274.51","0.0","1000.0","361.51","3250.0","0.0"
"2","1997","14","Chhattisgarh","Bastar","730.57","1571.43","1147.19","0.0","824.26","0.0","1391.84","0.0","0.0","642.86","1083.33","343.3","1000.0","193.55","533.98","0.0","0.0","250.0","0.0","500.0","296.15","3448.28","0.0"
"2","1998","14","Chhattisgarh","Bastar","908.63","1583.33","1144.44","1333.33","1175.93","0.0","1531.0","0.0","0.0","548.39","1176.47","286.62","1000.0","206.35","549.38","0.0","0.0","308.82","0.0","1000.0","319.31","4000.0","0.0"
"2","1999","14","Chhattisgarh","Bastar","1075.95","0.0","0.0","0.0","0.0","0.0","1864.0","299.11","0.0","590.91","1163.09","375.97","0.0","241.18","1044.64","0.0","0.0","308.14","250.0","1000.0","397.8","3648.65","0.0"
"2","2000","14","Chhattisgarh","Bastar","834.2","1617.65","590.05","0.0","590.05","0.0","1552.0","229.38","0.0","554.69","525.0","326.87","875.0","193.73","335.89","0.0","0.0","245.54","200.0","800.0","295.32","295.45","166.67"
"2","2001","14","Chhattisgarh","Bastar","1454.52","1552.0","986.79","0.0","986.79","0.0","944.93","306.28","0.0","788.73","454.55","363.57","1200.0","287.54","368.65","0.0","0.0","361.79","300.0","1000.0","358.32","333.33","222.22"
"2","2002","14","Chhattisgarh","Bastar","531.14","1799.04","631.02","0.0","631.02","0.0","1424.78","197.37","0.0","654.55","378.18","223.07","1666.67","274.51","245.56","0.0","0.0","237.7","166.67","727.27","260.6","281.25","142.86"
"2","2003","14","Chhattisgarh","Bastar","1648.41","1582.64","1096.95","0.0","1096.95","0.0","1559.7","299.22","0.0","917.81","687.72","343.47","666.67","335.44","451.53","0.0","0.0","438.14","142.86","1142.86","209.36","318.18","0.0"
"2","2004","14","Chhattisgarh","Bastar","1241.05","1479.26","698.59","0.0","698.59","0.0","1647.57","272.6","0.0","683.45","538.73","327.91","1333.33","336.45","412.81","0.0","333.33","377.36","142.86","1166.67","302.52","322.58","0.0"
"2","2005","14","Chhattisgarh","Bastar","1241.05","1479.26","543.86","0.0","543.86","0.0","1647.57","272.6","0.0","683.45","538.73","377.74","1333.33","336.45","412.81","0.0","333.33","377.36","142.86","1166.67","289.31","322.58","0.0"
"2","2006","14","Chhattisgarh","Bastar","1530.61","1666.67","1391.03","0.0","597.35","0.0","1322.31","255.56","0.0","727.89","485.92","390.94","800.0","287.75","259.62","0.0","0.0","335.03","285.71","833.33","242.47","145.83","0.0"
"2","2007","14","Chhattisgarh","Bastar","1481.83","1970.24","0.0","0.0","850.0","0.0","1818.43","286.71","0.0","928.1","733.33","403.64","1500.0","388.28","402.27","0.0","0.0","341.97","250.0","1200.0","423.88","161.54","0.0"
"2","2008","14","Chhattisgarh","Bastar","1161.76","1520.47","0.0","0.0","817.31","0.0","1612.39","283.43","0.0","739.73","600.0","305.75","1400.0","316.41","331.35","0.0","0.0","262.2","200.0","1666.67","344.73","184.87","0.0"
"2","2009","14","Chhattisgarh","Bastar","1089.04","1798.78","0.0","0.0","1180.49","0.0","1764.74","266.57","0.0","1079.47","548.12","336.39","1500.0","460.67","452.83","0.0","0.0","288.59","333.33","1500.0","452.9","330.1","0.0"
"2","2010","14","Chhattisgarh","Bastar","1905.45","2000.0","1629.63","0.0","1629.63","0.0","2025.21","0.0","0.0","1133.33","404.35","390.73","0.0","413.93","440.68","0.0","0.0","350.0","666.67","0.0","303.34","117.65","0.0"
"2","2011","14","Chhattisgarh","Bastar","1231.23","1872.18","903.67","0.0","903.67","0.0","2063.0","250.74","0.0","936.31","418.92","333.48","1000.0","451.96","576.54","0.0","0.0","460.18","142.86","1000.0","332.3","629.63","0.0"
"2","2012","14","Chhattisgarh","Bastar","2103.06","1976.0","860.99","0.0","860.99","0.0","2053.36","292.47","0.0","1305.73","657.28","374.04","1500.0","310.22","586.0","0.0","0.0","518.52","200.0","1333.33","323.46","355.56","0.0"
"2","2013","14","Chhattisgarh","Bastar","1969.4","1804.12","0.0","0.0","726.03","0.0","2347.33","251.16","0.0","812.87","628.44","358.0","1666.67","277.23","597.94","0.0","0.0","509.8","0.0","1000.0","328.73","269.23","0.0"
"2","2014","14","Chhattisgarh","Bastar","2129.33","2296.3","0.0","0.0","950.0","0.0","2016.94","262.91","0.0","1278.79","635.94","361.46","1333.33","404.93","573.17","0.0","0.0","500.0","200.0","1000.0","332.86","540.98","0.0"
"2","2015","14","Chhattisgarh","Bastar","1030.87","2083.33","0.0","0.0","910.18","0.0","2151.35","190.91","0.0","880.79","608.04","308.41","1500.0","384.38","640.2","0.0","0.0","402.3","250.0","555.56","290.81","298.52","0.0"
"2","2016","14","Chhattisgarh","Bastar","1973.24","2265.58","0.0","0.0","1402.4","0.0","2979.5","246.09","0.0","1203.7","676.1","410.2","1811.59","465.74","537.14","0.0","250.0","0.0","45.45","1000.0","0.0","218.24","0.0"
"2","2017","14","Chhattisgarh","Bastar","1214.23","1783.13","0.0","0.0","1202.96","0.0","2866.36","229.02","0.0","925.85","400.0","370.54","1410.71","281.79","440.85","0.0","0.0","257.5","48.19","380.95","0.0","152.5","0.0"
"3","1988","14","Chhattisgarh","Raipur","1026.81","702.56","800.0","0.0","800.0","0.0","777.78","200.0","0.0","404.26","666.67","205.26","882.35","191.18","571.43","0.0","0.0","66.42","0.0","714.29","262.6","2333.33","0.0"
"3","1989","14","Chhattisgarh","Raipur","1418.61","798.78","800.0","0.0","800.0","0.0","1000.0","222.22","0.0","493.51","724.14","294.67","803.03","209.3","666.67","0.0","0.0","131.39","0.0","666.67","291.24","3000.0","0.0"
"3","1990","14","Chhattisgarh","Raipur","1363.15","1111.76","833.33","0.0","833.33","0.0","857.14","0.0","0.0","514.62","814.81","315.42","837.21","164.71","691.36","500.0","0.0","150.23","0.0","818.18","320.0","3200.0","0.0"
"3","1991","14","Chhattisgarh","Raipur","1427.0","907.28","800.0","0.0","800.0","1000.0","900.0","0.0","0.0","668.67","720.0","376.37","872.34","139.24","466.67","0.0","0.0","195.77","342.86","950.0","363.87","3076.92","0.0"
"3","1992","14","Chhattisgarh","Raipur","1609.95","988.02","800.0","0.0","800.0","1000.0","1400.0","0.0","0.0","616.58","808.51","460.3","1197.92","186.67","535.56","200.0","0.0","218.6","352.94","1157.89","468.38","3103.45","0.0"
"3","1993","14","Chhattisgarh","Raipur","1598.11","1153.44","1000.0","0.0","1000.0","0.0","1444.44","0.0","0.0","694.58","891.3","422.75","969.07","232.88","430.38","250.0","0.0","255.92","333.33","1172.41","443.4","2962.96","0.0"
"3","1994","14","Chhattisgarh","Raipur","1448.82","1217.39","750.0","0.0","750.0","0.0","857.14","0.0","0.0","769.61","842.11","411.91","814.81","174.6","473.68","333.33","0.0","265.12","333.33","1000.0","390.31","3000.0","0.0"
"3","1995","14","Chhattisgarh","Raipur","1447.49","1226.42","750.0","0.0","750.0","0.0","1142.86","0.0","0.0","598.17","707.32","417.68","948.72","196.43","611.11","333.33","0.0","203.12","500.0","1000.0","393.16","3000.0","0.0"
"3","1996","14","Chhattisgarh","Raipur","1683.87","1176.06","666.67","0.0","666.67","0.0","1000.0","0.0","0.0","639.59","710.53","419.46","864.2","181.82","588.24","333.33","0.0","207.65","1000.0","1000.0","385.92","4000.0","0.0"
"3","1997","14","Chhattisgarh","Raipur","1106.25","977.78","833.33","0.0","833.33","0.0","875.0","0.0","0.0","567.74","523.81","140.76","825.58","173.08","466.67","333.33","0.0","155.28","500.0","1090.91","378.38","3000.0","0.0"
"3","1998","14","Chhattisgarh","Raipur","712.86","1005.62","800.0","0.0","800.0","0.0","833.33","0.0","0.0","594.83","620.69","270.98","855.26","184.21","540.54","0.0","0.0","189.78","500.0","684.21","409.08","2500.0","0.0"
"3","1999","14","Chhattisgarh","Raipur","1451.13","0.0","0.0","0.0","0.0","0.0","1250.0","267.86","0.0","724.5","749.35","400.71","1025.32","239.38","917.81","285.71","0.0","261.15","448.28","904.76","495.85","3157.89","0.0"
"3","2000","14","Chhattisgarh","Raipur","518.81","1307.03","638.89","0.0","638.89","0.0","964.29","234.78","0.0","658.05","289.97","299.3","1005.88","172.56","319.15","666.67","333.33","242.42","400.0","621.62","553.03","312.5","0.0"
"3","2001","14","Chhattisgarh","Raipur","1241.74","1257.53","888.89","0.0","888.89","0.0","604.65","290.6","0.0","837.58","270.94","350.51","1160.8","248.93","364.81","2000.0","0.0","270.27","421.88","1126.58","608.11","272.73","0.0"
"3","2002","14","Chhattisgarh","Raipur","734.67","1281.27","1000.0","0.0","1000.0","0.0","1194.17","247.79","0.0","723.46","288.25","304.3","966.55","273.71","319.44","222.22","0.0","308.41","338.98","684.21","553.59","272.73","0.0"
"3","2003","14","Chhattisgarh","Raipur","1442.52","1232.83","892.86","0.0","892.86","0.0","956.94","299.15","0.0","1016.36","379.08","303.96","1045.13","276.51","397.4","241.38","500.0","312.68","307.69","1075.0","551.87","266.67","500.0"
"3","2004","14","Chhattisgarh","Raipur","1249.64","1037.01","653.85","0.0","653.85","0.0","1145.16","293.58","0.0","563.5","371.36","286.83","1099.16","312.09","363.34","232.56","500.0","227.59","376.62","1287.5","527.87","294.12","666.67"
"3","2005","14","Chhattisgarh","Raipur","1249.64","1037.01","653.85","0.0","653.85","0.0","1145.16","293.58","0.0","563.5","371.36","370.11","1099.16","312.09","363.34","232.56","500.0","227.59","376.62","1287.5","529.9","294.12","0.0"
"3","2006","14","Chhattisgarh","Raipur","1442.43","928.95","760.87","0.0","760.87","0.0","900.38","271.74","0.0","779.65","297.48","460.59","968.6","305.97","336.8","240.0","0.0","248.82","369.43","1202.53","485.4","192.31","400.0"
"3","2007","14","Chhattisgarh","Raipur","1550.53","1145.36","80.57","0.0","1023.7","1000.0","1142.29","280.9","0.0","842.75","479.45","625.47","1176.8","304.6","398.27","266.67","0.0","314.0","350.0","1458.33","650.35","200.0","0.0"
"3","2008","14","Chhattisgarh","Raipur","1329.15","1020.33","1047.62","0.0","1318.18","0.0","1077.52","321.43","0.0","704.35","523.53","357.33","1173.08","341.32","376.89","307.69","0.0","290.23","372.88","1339.62","595.93","206.9","0.0"
"3","2009","14","Chhattisgarh","Raipur","1407.66","1421.47","1478.26","0.0","1652.17","0.0","1589.55","76.92","0.0","829.18","443.11","494.41","1323.12","432.43","494.19","235.29","0.0","350.81","138.46","1152.17","673.81","40.0","0.0"
"3","2010","14","Chhattisgarh","Raipur","1661.71","1345.13","1045.45","0.0","1045.45","0.0","1384.62","0.0","0.0","1034.25","287.18","497.04","1533.87","398.23","414.63","500.0","0.0","243.9","388.89","1600.0","765.46","307.69","0.0"
"3","2011","14","Chhattisgarh","Raipur","1483.67","1697.34","833.33","0.0","833.33","1000.0","1698.11","301.89","0.0","1080.28","323.68","481.3","1312.7","350.0","487.39","263.16","0.0","393.35","718.31","916.67","731.15","538.46","0.0"
"3","2012","14","Chhattisgarh","Raipur","1987.25","1818.65","625.0","0.0","625.0","1000.0","1669.93","333.33","0.0","1323.3","407.01","438.39","1464.83","286.62","515.49","230.77","0.0","449.78","714.29","1918.37","737.25","363.64","0.0"
"3","2013","14","Chhattisgarh","Raipur","1733.23","1722.04","0.0","0.0","714.29","0.0","1750.19","294.12","0.0","952.52","376.47","481.31","1465.62","275.36","573.12","230.77","0.0","393.06","0.0","1628.57","941.56","347.83","0.0"
"3","2014","14","Chhattisgarh","Raipur","2055.8","2046.24","0.0","0.0","888.89","1000.0","2011.53","250.0","0.0","1272.44","436.24","809.8","1315.29","436.27","544.55","288.89","0.0","451.85","542.37","1119.05","848.92","583.33","0.0"
"3","2015","14","Chhattisgarh","Raipur","1431.57","1756.14","0.0","0.0","1000.0","0.0","1804.31","263.16","0.0","906.4","320.69","441.42","1222.38","423.58","580.2","272.73","0.0","430.0","479.17","874.38","823.79","297.3","0.0"
"3","2016","14","Chhattisgarh","Raipur","2410.09","2038.28","0.0","0.0","1200.0","947.37","2557.48","255.95","0.0","1341.7","419.37","1097.59","1733.76","412.43","480.19","333.33","0.0","0.0","0.0","1115.49","0.0","201.17","408.0"
"3","2017","14","Chhattisgarh","Raipur","1585.96","1625.61","0.0","0.0","1000.0","0.0","2228.27","229.17","0.0","1098.73","252.74","485.62","1097.62","283.45","442.65","320.75","333.33","204.38","0.0","558.44","0.0","174.91","360.0"
"4","1988","14","Chhattisgarh","Bilaspur","1372.92","655.87","750.0","0.0","750.0","0.0","1408.33","0.0","600.0","497.6","1396.83","391.38","1000.0","193.55","490.57","250.0","500.0","200.85","0.0","1000.0","349.51","2500.0","0.0"
"4","1989","14","Chhattisgarh","Bilaspur","1040.21","660.92","812.5","0.0","812.5","0.0","1383.33","0.0","1000.0","529.18","1238.1","409.34","857.14","218.75","481.48","0.0","500.0","217.19","0.0","750.0","351.56","2357.14","0.0"
"4","1990","14","Chhattisgarh","Bilaspur","1398.4","871.66","750.0","0.0","750.0","0.0","1084.03","0.0","1000.0","469.83","1250.0","469.8","836.73","157.89","541.86","235.29","333.33","192.83","0.0","851.85","325.24","2558.14","0.0"
"4","1991","14","Chhattisgarh","Bilaspur","1296.55","800.0","818.18","0.0","818.18","0.0","1262.3","0.0","666.67","630.73","1137.93","549.24","765.96","128.21","491.83","181.82","500.0","218.27","333.33","620.69","321.62","2000.0","0.0"
"4","1992","14","Chhattisgarh","Bilaspur","1046.83","970.24","818.18","0.0","818.18","0.0","1403.36","0.0","333.33","580.65","1192.98","457.57","1000.0","170.73","637.9","1000.0","500.0","193.55","333.33","771.43","385.25","2659.57","0.0"
"4","1993","14","Chhattisgarh","Bilaspur","1351.81","966.02","833.33","0.0","833.33","0.0","1596.64","0.0","1000.0","585.13","1459.46","597.09","1093.02","194.44","500.76","250.0","1000.0","218.6","200.0","1175.82","381.68","2500.0","0.0"
"4","1994","14","Chhattisgarh","Bilaspur","1617.9","1058.51","700.0","0.0","700.0","0.0","1035.4","0.0","1000.0","663.64","1285.71","539.67","777.78","166.67","585.37","0.0","500.0","229.84","333.33","1125.0","348.6","2666.67","0.0"
"4","1995","14","Chhattisgarh","Bilaspur","1331.5","1017.86","818.18","0.0","818.18","0.0","1344.54","0.0","1000.0","521.09","1051.72","402.62","980.39","171.43","474.58","0.0","500.0","215.91","0.0","913.04","407.71","3384.62","0.0"
"4","1996","14","Chhattisgarh","Bilaspur","1340.84","1045.75","900.0","0.0","900.0","0.0","1280.7","0.0","1000.0","620.42","1094.34","552.39","956.52","147.06","508.2","333.33","0.0","232.95","0.0","813.56","394.33","3277.78","0.0"
"4","1997","14","Chhattisgarh","Bilaspur","495.81","466.67","416.67","0.0","416.67","0.0","1115.04","0.0","500.0","343.93","574.07","71.27","914.89","83.33","196.43","0.0","500.0","93.57","0.0","666.67","310.87","2857.14","0.0"
"4","1998","14","Chhattisgarh","Bilaspur","812.27","845.32","1000.0","0.0","1000.0","0.0","1232.94","0.0","0.0","601.42","1026.73","456.17","1064.99","153.89","450.33","0.0","0.0","220.2","0.0","538.52","396.93","2736.87","0.0"
"4","1999","14","Chhattisgarh","Bilaspur","1498.18","0.0","0.0","0.0","0.0","0.0","1388.76","0.0","0.0","632.51","1121.4","587.92","944.69","201.24","838.45","226.62","241.25","678.76","696.05","826.59","420.12","2842.85","0.0"
"4","2000","14","Chhattisgarh","Bilaspur","621.31","333.81","757.18","0.0","757.18","224.81","994.26","0.0","863.64","498.62","419.51","215.35","911.5","146.29","248.31","1783.26","274.35","200.72","400.0","478.23","367.93","224.85","0.0"
"4","2001","14","Chhattisgarh","Bilaspur","1422.13","1072.87","987.26","0.0","987.26","0.0","715.07","0.0","863.64","698.1","397.47","270.28","1220.27","213.84","317.25","639.66","360.34","251.76","437.5","773.02","471.48","217.12","0.0"
"4","2002","14","Chhattisgarh","Bilaspur","875.59","1068.02","969.58","0.0","969.58","0.0","1244.88","0.0","653.85","637.15","452.44","235.37","1019.17","249.56","264.69","213.96","250.0","306.83","386.13","590.93","455.94","231.8","0.0"
"4","2003","14","Chhattisgarh","Bilaspur","1424.48","1027.09","867.15","0.0","867.15","0.0","1206.17","0.0","846.15","884.7","608.55","250.47","1102.33","260.12","338.1","223.44","233.1","291.08","398.58","993.06","444.53","229.56","0.0"
"4","2004","14","Chhattisgarh","Bilaspur","1228.45","837.0","606.03","0.0","606.03","0.0","1302.9","0.0","652.17","526.53","520.68","226.11","1197.78","258.77","309.96","237.2","250.0","225.68","464.8","1034.86","486.33","244.72","0.0"
"4","2005","14","Chhattisgarh","Bilaspur","1228.45","837.0","599.03","0.0","599.03","0.0","1302.9","0.0","652.17","526.53","520.68","498.11","1197.78","258.77","309.96","237.2","250.0","225.68","464.8","1034.86","510.96","244.72","0.0"
"4","2006","14","Chhattisgarh","Bilaspur","1581.33","893.02","801.27","0.0","801.27","0.0","1064.98","0.0","833.33","624.99","461.89","615.61","1142.98","260.49","286.01","237.2","333.33","234.26","498.52","892.59","473.97","137.66","0.0"
"4","2007","14","Chhattisgarh","Bilaspur","1619.32","1096.53","0.0","0.0","866.26","0.0","1381.2","0.0","1000.0","784.89","531.72","674.13","1278.92","273.41","363.52","222.22","360.34","302.1","385.89","1165.42","672.62","133.19","0.0"
"4","2008","14","Chhattisgarh","Bilaspur","1428.76","1029.04","0.0","0.0","1247.99","428.57","1152.73","0.0","882.35","734.15","575.0","332.57","1271.81","262.87","349.23","235.29","500.0","281.41","453.03","1184.9","692.02","143.66","0.0"
"4","2009","14","Chhattisgarh","Bilaspur","1427.57","1160.63","0.0","0.0","1340.51","0.0","1467.12","0.0","782.61","869.74","596.48","737.23","1556.88","409.25","410.67","406.25","333.33","315.96","419.69","1125.9","821.69","248.51","0.0"
