"Dist Code","Year","State Code","State Name","Dist Name","RICE YIELD (Kg per ha)","WHEAT YIELD (Kg per ha)","KHARIF SORGHUM YIELD (Kg per ha)","RABI SORGHUM YIELD (Kg per ha)","SORGHUM YIELD (Kg per ha)","PEARL MILLET YIELD (Kg per ha)","MAIZE YIELD (Kg per ha)","FINGER MILLET YIELD (Kg per ha)","BARLEY YIELD (Kg per ha)","CHICKPEA YIELD (Kg per ha)","PIGEONPEA YIELD (Kg per ha)","MINOR PULSES YIELD (Kg per ha)","GROUNDNUT YIELD (Kg per ha)","SESAMUM YIELD (Kg per ha)","RAPESEED AND MUSTARD YIELD (Kg per ha)","SAFFLOWER YIELD (Kg per ha)","CASTOR YIELD (Kg per ha)","LINSEED YIELD (Kg per ha)","SUNFLOWER YIELD (Kg per ha)","SOYABEAN YIELD (Kg per ha)","OILSEEDS YIELD (Kg per ha)","SUGARCANE YIELD (Kg per ha)","COTTON YIELD (Kg per ha)"
"40","1997","6","Madhya Pradesh","Betul","1107.84","853.27","412.57","0.0","412.57","600.0","1240.44","0.0","0.0","356.91","550.3","263.42","1072.73","181.82","500.0","0.0","0.0","285.71","142.86","692.93","665.89","3467.74","113.33"
"40","1998","6","Madhya Pradesh","Betul","1146.07","1386.23","711.45","0.0","708.33","666.67","1435.9","0.0","0.0","396.55","705.18","247.9","812.5","227.27","640.0","200.0","0.0","360.0","333.33","461.36","455.83","3933.33","83.33"
"40","1999","6","Madhya Pradesh","Betul","1217.76","1591.17","619.83","0.0","619.83","0.0","1790.91","333.33","0.0","510.27","839.51","288.56","1115.38","181.82","800.0","0.0","0.0","541.67","333.33","625.22","604.76","4435.9","77.78"
"40","2000","6","Madhya Pradesh","Betul","606.21","1268.73","641.39","0.0","641.39","0.0","2987.71","333.33","0.0","375.84","666.67","229.81","909.09","285.71","500.0","0.0","0.0","500.0","0.0","581.57","566.69","3235.29","87.5"
"40","2001","6","Madhya Pradesh","Betul","879.91","1409.04","851.35","0.0","851.35","1000.0","2274.44","500.0","0.0","540.15","735.63","320.86","1145.45","250.0","666.67","0.0","0.0","476.19","200.0","881.79","839.66","4218.75","90.91"
"40","2002","6","Madhya Pradesh","Betul","682.93","1148.81","965.84","0.0","965.84","500.0","2221.18","250.0","0.0","464.54","566.21","307.29","859.37","272.73","666.67","0.0","0.0","0.0","200.0","651.74","628.83","4323.53","81.82"
"40","2003","6","Madhya Pradesh","Betul","1017.07","1427.59","1387.16","0.0","1387.16","0.0","2016.59","500.0","0.0","637.29","728.07","324.32","1176.47","333.33","720.0","0.0","0.0","588.24","333.33","891.72","852.43","4436.36","109.09"
"40","2004","6","Madhya Pradesh","Betul","764.82","1413.21","653.01","0.0","653.01","1000.0","1617.65","0.0","0.0","609.39","694.58","334.03","1109.55","298.7","777.0","0.0","0.0","640.0","333.33","688.52","673.95","3208.96","117.12"
"40","2005","6","Madhya Pradesh","Betul","900.19","1564.37","1394.99","0.0","1394.99","0.0","1596.45","0.0","0.0","684.53","683.59","364.0","1069.03","275.51","901.72","0.0","0.0","600.0","315.79","1074.64","987.18","2465.98","150.44"
"40","2006","6","Madhya Pradesh","Betul","983.55","1545.89","918.06","0.0","918.06","0.0","1053.75","0.0","0.0","681.69","674.79","367.27","940.46","260.87","843.94","0.0","0.0","638.8","315.79","1048.7","952.05","2410.16","132.81"
"40","2007","6","Madhya Pradesh","Betul","693.17","1547.93","942.43","0.0","942.43","0.0","1371.49","0.0","0.0","597.56","652.89","383.42","1070.18","333.33","1000.0","0.0","0.0","636.36","0.0","1047.4","975.09","4562.5","130.77"
"40","2008","6","Madhya Pradesh","Betul","693.72","1593.93","1079.0","0.0","1079.0","0.0","1412.74","1000.0","0.0","680.51","754.03","251.94","1053.57","333.33","1000.0","0.0","0.0","666.67","0.0","1130.96","1052.8","4481.48","153.85"
"40","2009","6","Madhya Pradesh","Betul","1047.62","3099.77","1002.09","0.0","1002.09","0.0","1266.09","500.0","0.0","643.04","749.15","381.5","1109.09","333.33","1000.0","0.0","0.0","727.27","0.0","1220.64","1135.08","4500.0","140.0"
"40","2010","6","Madhya Pradesh","Betul","1391.3","1182.6","1341.0","0.0","1341.0","0.0","1562.89","545.45","0.0","354.84","103.2","242.77","1472.73","500.0","1000.0","0.0","0.0","642.86","0.0","1291.27","1213.31","3560.98","152.18"
"40","2011","6","Madhya Pradesh","Betul","1562.95","2914.94","1034.0","0.0","1034.0","0.0","1511.68","0.0","0.0","1383.2","657.14","362.42","1377.36","500.0","1000.0","0.0","0.0","800.0","0.0","1222.6","1141.19","3951.22","249.04"
"40","2012","6","Madhya Pradesh","Betul","2714.22","2239.16","1457.29","0.0","1457.29","2250.0","3499.5","0.0","0.0","1204.33","788.24","0.0","1393.26","811.59","1304.35","0.0","0.0","846.15","0.0","1850.38","0.0","5623.76","281.25"
"40","2013","6","Madhya Pradesh","Betul","2254.79","1889.25","1274.74","0.0","1274.74","1750.0","1254.0","0.0","0.0","657.02","669.64","724.12","1714.85","458.33","1048.78","0.0","0.0","754.1","0.0","629.73","419.55","6113.17","190.48"
"40","2014","6","Madhya Pradesh","Betul","2241.06","2466.29","1400.0","0.0","1400.0","0.0","2388.89","0.0","0.0","844.44","1050.0","418.34","4000.0","333.33","0.0","0.0","0.0","0.0","0.0","2063.83","1750.01","2875.0","180.0"
"40","2015","6","Madhya Pradesh","Betul","1714.29","2474.68","1636.36","0.0","1636.36","0.0","2333.33","0.0","0.0","1045.45","714.29","545.45","833.33","0.0","1000.0","0.0","0.0","0.0","0.0","492.13","403.33","4800.0","0.0"
"40","2016","6","Madhya Pradesh","Betul","1769.64","2648.44","1647.06","0.0","1647.06","0.0","2945.95","0.0","0.0","1159.42","1080.0","437.5","1666.67","426.0","1000.0","548.39","0.0","0.0","0.0","1333.33","0.0","2816.67","0.0"
"40","2017","6","Madhya Pradesh","Betul","1758.0","2661.97","2310.67","0.0","2310.67","0.0","3975.02","0.0","0.0","1493.07","1181.91","817.56","1340.84","430.0","1058.33","0.0","0.0","617.02","0.0","1335.02","0.0","634.1","276.0"
"41","1988","6","Madhya Pradesh","Rajgarh","666.67","1632.16","590.57","0.0","590.57","500.0","1136.69","0.0","500.0","774.65","867.77","737.8","1053.76","470.59","0.0","0.0","0.0","375.0","0.0","831.97","680.7","2750.0","74.07"
"41","1989","6","Madhya Pradesh","Rajgarh","294.12","659.66","489.9","0.0","489.9","0.0","912.88","0.0","1000.0","575.44","420.09","320.0","305.08","266.67","0.0","0.0","0.0","333.33","0.0","365.97","342.94","2000.0","40.0"
"41","1990","6","Madhya Pradesh","Rajgarh","884.62","1927.24","677.82","0.0","677.82","0.0","1151.9","0.0","2000.0","875.22","896.91","521.98","705.26","470.59","833.33","0.0","0.0","333.33","0.0","621.98","605.89","2941.18","100.78"
"41","1991","6","Madhya Pradesh","Rajgarh","318.18","1395.65","321.14","0.0","321.14","0.0","377.46","0.0","2000.0","848.48","426.23","194.97","388.89","166.67","600.0","0.0","0.0","500.0","113.64","452.98","443.41","2461.54","41.47"
"41","1992","6","Madhya Pradesh","Rajgarh","523.81","1536.99","756.49","0.0","756.49","0.0","1250.66","0.0","1000.0","856.85","603.45","272.15","864.86","266.67","592.59","1000.0","0.0","0.0","164.77","480.0","480.24","2777.78","83.87"
"41","1993","6","Madhya Pradesh","Rajgarh","800.0","1868.15","938.49","0.0","938.49","0.0","1423.86","0.0","1000.0","1020.48","772.73","326.92","928.57","461.54","576.92","0.0","0.0","333.33","224.14","676.0","671.98","2708.33","105.59"
"41","1994","6","Madhya Pradesh","Rajgarh","578.95","1940.89","308.18","0.0","308.18","0.0","300.49","0.0","1000.0","1017.12","419.35","194.44","500.0","166.67","500.0","0.0","0.0","500.0","102.33","783.22","766.75","3000.0","41.67"
"41","1995","6","Madhya Pradesh","Rajgarh","166.67","1410.11","505.78","0.0","505.78","0.0","580.88","0.0","1000.0","830.27","337.21","208.33","421.05","300.0","666.67","0.0","0.0","1000.0","125.0","667.86","659.2","2800.0","33.33"
"41","1996","6","Madhya Pradesh","Rajgarh","611.11","1864.11","387.39","0.0","387.39","0.0","548.63","0.0","1000.0","1031.45","513.16","149.66","764.71","250.0","750.0","0.0","0.0","500.0","176.47","688.01","600.0","2800.0","42.86"
"41","1997","6","Madhya Pradesh","Rajgarh","736.84","1739.89","820.55","0.0","695.65","0.0","1104.65","0.0","1000.0","1062.99","656.72","384.87","888.89","428.57","500.0","0.0","0.0","333.33","250.0","1142.92","1133.16","2708.33","125.0"
"41","1998","6","Madhya Pradesh","Rajgarh","736.84","1928.67","1075.81","0.0","1075.81","0.0","1254.67","0.0","0.0","918.01","743.24","430.46","941.18","428.57","600.0","0.0","0.0","333.33","285.71","1320.02","1308.34","2600.0","0.0"
"41","1999","6","Madhya Pradesh","Rajgarh","933.33","2141.07","534.69","0.0","534.69","0.0","1252.72","0.0","1500.0","1241.71","865.38","311.11","1000.0","400.0","666.67","0.0","0.0","500.0","500.0","997.91","995.45","2600.0","0.0"
"41","2000","6","Madhya Pradesh","Rajgarh","230.77","1287.97","379.72","0.0","379.72","0.0","575.63","0.0","1000.0","756.41","295.45","170.21","600.0","250.0","1000.0","0.0","0.0","0.0","0.0","517.87","517.55","2250.0","0.0"
"41","2001","6","Madhya Pradesh","Rajgarh","416.67","1395.47","540.43","0.0","540.43","0.0","1180.37","0.0","1000.0","864.66","421.05","260.42","636.36","333.33","1000.0","0.0","0.0","0.0","0.0","605.98","605.48","2333.33","0.0"
"41","2002","6","Madhya Pradesh","Rajgarh","272.73","1241.94","503.27","0.0","503.27","0.0","808.13","0.0","0.0","891.53","282.05","207.32","363.64","166.67","0.0","0.0","0.0","0.0","0.0","340.89","343.17","1500.0","0.0"
"41","2003","6","Madhya Pradesh","Rajgarh","727.27","1801.75","1377.18","0.0","1377.18","0.0","1725.94","0.0","2000.0","1142.49","704.55","391.67","1000.0","666.67","500.0","0.0","0.0","0.0","0.0","1135.16","1132.36","4000.0","0.0"
"41","2004","6","Madhya Pradesh","Rajgarh","635.42","1571.12","841.03","0.0","841.03","0.0","1205.36","0.0","1187.5","1096.39","644.11","385.13","1051.28","640.78","752.94","0.0","0.0","500.0","400.0","884.99","884.19","2600.0","0.0"
"41","2005","6","Madhya Pradesh","Rajgarh","494.25","1379.94","1043.9","0.0","1043.9","0.0","994.87","0.0","1181.82","937.36","518.8","361.42","868.61","406.02","625.0","0.0","0.0","333.33","0.0","1191.02","1182.24","1888.89","0.0"
"41","2006","6","Madhya Pradesh","Rajgarh","577.32","1693.55","1015.87","0.0","1015.87","0.0","495.5","0.0","1571.43","1158.65","610.17","461.66","818.97","339.13","861.45","0.0","0.0","1000.0","0.0","840.01","837.95","2400.0","0.0"
"41","2007","6","Madhya Pradesh","Rajgarh","444.44","1434.3","1257.58","0.0","1257.58","0.0","1146.09","0.0","1000.0","713.33","634.15","445.26","1083.33","666.67","764.71","0.0","0.0","0.0","0.0","981.98","979.75","2000.0","0.0"
"41","2008","6","Madhya Pradesh","Rajgarh","371.43","1529.41","1302.4","0.0","1302.4","0.0","1193.42","0.0","1000.0","933.84","657.14","246.15","916.67","555.56","714.29","0.0","0.0","0.0","0.0","1086.86","1044.09","2000.0","0.0"
"41","2009","6","Madhya Pradesh","Rajgarh","500.0","1870.01","1249.28","0.0","1249.28","0.0","882.58","0.0","1000.0","1184.13","687.5","481.48","909.09","545.45","925.93","0.0","0.0","0.0","0.0","875.73","875.08","2000.0","0.0"
"41","2010","6","Madhya Pradesh","Rajgarh","800.0","1492.03","1174.02","0.0","1174.02","0.0","1199.26","0.0","2000.0","751.13","294.12","327.38","1181.82","714.29","775.0","0.0","0.0","0.0","0.0","1051.84","1050.57","0.0","0.0"
"41","2011","6","Madhya Pradesh","Rajgarh","833.33","2215.07","955.98","0.0","955.98","0.0","923.36","0.0","3000.0","1303.47","545.45","402.78","1166.67","785.71","1125.0","0.0","0.0","0.0","0.0","863.11","867.36","0.0","0.0"
"41","2012","6","Madhya Pradesh","Rajgarh","809.52","2801.71","1205.22","0.0","1205.22","0.0","2517.21","0.0","1642.86","1251.02","592.92","0.0","1500.0","794.52","1160.82","0.0","0.0","0.0","0.0","1228.01","0.0","5000.0","0.0"
"41","2013","6","Madhya Pradesh","Rajgarh","666.67","2321.79","502.24","0.0","502.24","1000.0","481.11","0.0","2133.33","1118.32","657.0","1006.36","534.25","653.85","718.56","0.0","0.0","0.0","0.0","577.01","338.49","0.0","0.0"
"41","2014","6","Madhya Pradesh","Rajgarh","670.0","3161.49","1200.0","0.0","1200.0","0.0","2281.25","0.0","1000.0","1264.96","800.0","622.07","1346.15","571.43","1000.0","0.0","0.0","0.0","0.0","1352.38","1332.12","0.0","0.0"
"41","2015","6","Madhya Pradesh","Rajgarh","1330.0","2540.74","1400.0","0.0","1400.0","0.0","1750.0","0.0","0.0","1139.13","400.0","1041.67","1000.0","500.0","1142.86","0.0","0.0","0.0","0.0","607.67","519.26","0.0","0.0"
"41","2016","6","Madhya Pradesh","Rajgarh","2660.0","3546.58","1000.0","0.0","1000.0","0.0","2735.29","0.0","3333.33","1310.0","0.0","1068.97","0.0","0.0","714.29","0.0","0.0","0.0","0.0","1171.97","0.0","0.0","0.0"
"41","2017","6","Madhya Pradesh","Rajgarh","648.7","3485.0","1800.0","0.0","1800.0","0.0","3150.21","0.0","2700.0","1172.02","1207.79","985.92","940.0","600.0","949.83","0.0","0.0","750.0","0.0","1244.99","0.0","0.0","0.0"
"42","1988","6","Madhya Pradesh","Shajapur","600.0","2070.42","967.95","0.0","967.95","666.67","1637.93","0.0","2000.0","803.18","878.38","1364.58","880.0","250.0","1000.0","0.0","0.0","428.57","0.0","916.37","800.97","2434.78","86.96"
"42","1989","6","Madhya Pradesh","Shajapur","518.52","1882.35","1250.42","0.0","1250.42","600.0","1847.11","0.0","1000.0","690.14","703.7","669.81","720.34","500.0","1000.0","0.0","0.0","500.0","0.0","620.08","589.3","2315.79","93.75"
"42","1990","6","Madhya Pradesh","Shajapur","687.5","2305.43","1103.57","0.0","1103.57","830.65","1394.64","0.0","1000.0","847.83","716.22","319.44","609.2","333.33","809.52","500.0","0.0","333.33","0.0","900.02","839.4","2441.86","99.6"
"42","1991","6","Madhya Pradesh","Shajapur","692.31","2473.34","741.26","0.0","741.26","610.17","955.28","0.0","2000.0","891.47","638.3","347.22","603.77","166.67","874.13","500.0","0.0","666.67","373.11","722.02","707.18","2584.27","73.39"
"42","1992","6","Madhya Pradesh","Shajapur","571.43","2122.12","1358.39","0.0","1358.39","878.05","1976.43","0.0","1000.0","770.37","693.88","333.33","794.12","333.33","847.83","285.71","0.0","333.33","379.91","827.01","811.3","2465.75","93.02"
"42","1993","6","Madhya Pradesh","Shajapur","750.0","2750.32","1713.93","0.0","1713.93","666.67","1844.94","0.0","2000.0","925.72","839.29","388.89","1035.71","400.0","761.9","250.0","0.0","666.67","422.22","941.0","927.72","2678.57","104.17"
"42","1994","6","Madhya Pradesh","Shajapur","800.0","2507.01","878.16","0.0","878.16","1000.0","1068.73","0.0","1500.0","978.68","704.55","366.67","1000.0","333.33","812.5","1000.0","0.0","500.0","337.44","993.75","981.51","2666.67","100.0"
"42","1995","6","Madhya Pradesh","Shajapur","500.0","2262.92","1001.87","0.0","1001.87","1000.0","1509.37","0.0","1500.0","966.44","605.26","385.96","894.74","250.0","916.67","0.0","0.0","500.0","464.29","989.08","980.89","3545.45","100.0"
"42","1996","6","Madhya Pradesh","Shajapur","750.0","2500.61","905.58","0.0","905.58","0.0","1192.69","0.0","3000.0","1030.74","666.67","456.14","937.5","333.33","1000.0","0.0","0.0","1000.0","464.29","761.09","765.51","3285.71","0.0"
"42","1997","6","Madhya Pradesh","Shajapur","750.0","1980.14","1387.03","0.0","1158.0","0.0","1118.54","0.0","1500.0","1000.0","548.39","390.36","1117.65","0.0","807.69","0.0","0.0","500.0","285.71","1088.84","1082.0","3307.09","0.0"
"42","1998","6","Madhya Pradesh","Shajapur","750.0","2440.91","1228.35","0.0","1228.35","0.0","1247.73","0.0","0.0","1046.89","645.16","390.8","1117.65","0.0","857.14","0.0","0.0","500.0","357.14","1190.13","1185.07","3071.43","0.0"
"42","1999","6","Madhya Pradesh","Shajapur","857.14","2608.78","1474.51","0.0","1474.51","0.0","1679.35","0.0","1500.0","1080.08","777.78","416.67","1230.77","0.0","888.89","0.0","0.0","500.0","500.0","1213.2","1210.64","3083.33","0.0"
"42","2000","6","Madhya Pradesh","Shajapur","500.0","1822.46","920.79","0.0","920.79","0.0","1797.2","0.0","1000.0","723.58","600.0","274.19","1461.54","500.0","500.0","0.0","0.0","0.0","0.0","826.86","828.82","3363.64","0.0"
"42","2001","6","Madhya Pradesh","Shajapur","400.0","1614.49","1164.18","0.0","1164.18","0.0","1931.87","0.0","1000.0","695.72","666.67","293.1","1000.0","0.0","500.0","0.0","0.0","0.0","0.0","619.83","620.85","2888.89","0.0"
"42","2002","6","Madhya Pradesh","Shajapur","500.0","1512.13","1640.93","0.0","1640.93","0.0","1873.89","0.0","1000.0","659.96","346.15","245.9","705.88","400.0","1000.0","0.0","0.0","0.0","0.0","479.86","480.96","2285.71","0.0"
"42","2003","6","Madhya Pradesh","Shajapur","500.0","1913.55","1381.87","0.0","1381.87","0.0","2072.26","0.0","2000.0","764.41","600.0","361.11","1157.89","666.67","1000.0","0.0","0.0","0.0","0.0","987.96","988.08","2800.0","0.0"
"42","2004","6","Madhya Pradesh","Shajapur","583.33","2111.03","1370.97","0.0","1370.97","1000.0","1613.73","0.0","1928.57","916.99","571.88","405.77","1340.66","574.07","1013.03","0.0","0.0","888.89","333.33","823.01","827.21","2810.34","0.0"
"42","2005","6","Madhya Pradesh","Shajapur","515.15","1788.01","1372.94","0.0","1372.94","500.0","1793.73","0.0","1200.0","879.96","475.66","329.45","1000.0","403.23","792.57","0.0","0.0","500.0","0.0","978.98","976.0","3119.05","0.0"
"42","2006","6","Madhya Pradesh","Shajapur","433.33","2274.09","1157.89","0.0","1157.89","1000.0","625.66","0.0","2411.76","1114.06","405.3","389.3","812.5","301.89","1070.65","0.0","0.0","1000.0","0.0","833.01","835.79","2897.44","0.0"
"42","2007","6","Madhya Pradesh","Shajapur","350.0","1884.57","1586.96","0.0","1586.96","0.0","793.76","0.0","2000.0","566.89","423.08","300.0","833.33","400.0","767.44","0.0","0.0","0.0","0.0","932.11","928.7","2750.0","0.0"
"42","2008","6","Madhya Pradesh","Shajapur","350.0","2042.42","1669.81","0.0","1669.81","0.0","882.49","0.0","1500.0","861.74","538.46","313.04","937.5","500.0","820.51","0.0","0.0","0.0","0.0","1002.08","1044.58","3500.0","0.0"
"42","2009","6","Madhya Pradesh","Shajapur","500.0","2638.86","1308.41","0.0","1308.41","0.0","818.18","0.0","1500.0","1148.03","533.33","398.37","933.33","400.0","1169.81","0.0","0.0","0.0","0.0","896.04","899.65","3000.0","0.0"
"42","2010","6","Madhya Pradesh","Shajapur","1000.0","2005.51","1833.02","0.0","1833.02","1000.0","1506.39","0.0","1500.0","568.72","212.12","243.75","1285.71","666.67","1028.57","0.0","0.0","0.0","0.0","1270.8","1264.75","3000.0","0.0"
"42","2011","6","Madhya Pradesh","Shajapur","1000.0","3007.07","1317.98","0.0","1317.98","833.33","636.83","0.0","2500.0","643.94","382.35","237.18","1266.67","500.0","1200.0","0.0","0.0","1000.0","0.0","1117.01","1117.38","2500.0","0.0"
"42","2012","6","Madhya Pradesh","Shajapur","571.43","2064.96","1154.35","0.0","1154.35","0.0","2011.87","0.0","1740.74","605.86","428.99","0.0","1694.27","591.55","1084.26","0.0","0.0","800.0","0.0","1342.01","0.0","2833.33","0.0"
"42","2013","6","Madhya Pradesh","Shajapur","500.0","2259.17","1032.44","0.0","1032.44","0.0","1085.71","0.0","1620.69","635.47","403.41","884.18","1048.19","444.44","927.11","0.0","0.0","1000.0","0.0","705.32","2012.72","3916.67","0.0"
"42","2014","6","Madhya Pradesh","Shajapur","0.0","3067.8","142.86","0.0","142.86","1500.0","2045.45","0.0","1000.0","1642.86","666.67","480.41","1000.0","200.0","833.33","0.0","0.0","0.0","0.0","780.0","773.36","0.0","154.29"
"42","2015","6","Madhya Pradesh","Shajapur","0.0","3228.07","1166.67","0.0","1166.67","0.0","1333.33","0.0","0.0","1061.4","750.0","671.79","1000.0","1000.0","818.18","0.0","0.0","0.0","0.0","759.16","697.59","0.0","0.0"
"42","2016","6","Madhya Pradesh","Shajapur","0.0","3419.35","1750.0","0.0","1750.0","0.0","1875.0","0.0","0.0","1016.0","1000.0","928.57","1000.0","500.0","1272.73","0.0","0.0","0.0","0.0","1417.32","0.0","0.0","0.0"
"42","2017","6","Madhya Pradesh","Shajapur","800.0","3748.81","1911.11","0.0","1911.11","1250.0","3243.98","0.0","0.0","1173.97","827.45","954.23","1343.75","640.0","1109.93","0.0","0.0","793.1","0.0","1113.43","0.0","0.0","0.0"
"43","1988","6","Madhya Pradesh","Hoshangabad","991.38","1289.39","877.73","0.0","877.73","750.0","1375.0","0.0","750.0","536.07","1448.67","2161.68","750.0","317.54","750.0","0.0","0.0","313.49","0.0","872.43","714.37","2500.0","147.06"
"43","1989","6","Madhya Pradesh","Hoshangabad","1033.33","1496.53","963.64","857.14","957.26","0.0","1520.0","0.0","1333.33","645.37","1397.44","762.71","750.0","368.42","800.0","0.0","0.0","337.45","0.0","669.02","563.44","3000.0","127.6"
"43","1990","6","Madhya Pradesh","Hoshangabad","1205.13","1580.16","965.75","0.0","1075.34","1000.0","1217.39","0.0","1250.0","902.92","1408.7","353.85","1000.0","267.08","666.67","0.0","0.0","287.08","0.0","867.97","752.63","3043.48","91.58"
"43","1991","6","Madhya Pradesh","Hoshangabad","1358.97","1888.82","923.08","600.0","882.35","0.0","1192.31","0.0","1250.0","1096.72","1281.39","424.24","0.0","241.38","769.23","0.0","0.0","337.21","0.0","754.0","696.27","0.0","121.72"
"43","1992","6","Madhya Pradesh","Hoshangabad","1196.26","1791.3","1000.0","1333.33","1032.26","1000.0","1750.0","0.0","1000.0","1011.52","1358.08","398.06","1000.0","304.76","829.79","0.0","0.0","325.58","428.57","838.01","790.29","2857.14","106.7"
"43","1993","6","Madhya Pradesh","Hoshangabad","1271.03","1829.44","971.43","1375.0","1012.82","750.0","1545.45","0.0","1200.0","953.74","1455.36","442.11","0.0","353.66","666.67","0.0","0.0","333.33","428.57","1025.02","978.32","2962.96","125.45"
"43","1994","6","Madhya Pradesh","Hoshangabad","1344.09","2079.65","696.97","714.29","700.0","0.0","1083.33","0.0","1333.33","1308.39","1339.13","463.64","1000.0","285.71","833.33","0.0","0.0","362.96","0.0","789.43","735.0","3500.0","123.38"
"43","1995","6","Madhya Pradesh","Hoshangabad","881.19","2052.58","1000.0","1000.0","1000.0","0.0","1440.0","0.0","1166.67","927.15","1214.69","434.11","0.0","351.35","833.33","0.0","0.0","347.83","0.0","1194.96","1150.0","3200.0","173.86"
"43","1996","6","Madhya Pradesh","Hoshangabad","1330.19","2067.3","1000.0","1000.0","1000.0","0.0","1434.78","0.0","1200.0","1164.52","1280.0","1345.2","0.0","333.33","800.0","0.0","0.0","406.98","0.0","1158.99","1161.15","3400.0","132.47"
"43","1997","6","Madhya Pradesh","Hoshangabad","1280.0","1487.21","1111.11","0.0","989.4","1000.0","1304.35","0.0","1333.33","1190.94","1180.12","413.79","0.0","312.5","666.67","0.0","0.0","369.23","0.0","1266.05","1244.81","3600.0","131.58"
"43","1998","6","Madhya Pradesh","Hoshangabad","1344.09","1768.6","1037.04","0.0","1037.04","1000.0","1318.18","0.0","0.0","827.55","1277.42","460.18","0.0","357.14","1000.0","0.0","0.0","411.76","0.0","896.9","885.59","3666.67","173.08"
"43","1999","6","Madhya Pradesh","Hoshangabad","1490.57","2276.47","1090.91","2000.0","1166.67","1000.0","1666.67","0.0","1250.0","974.89","1286.71","827.96","0.0","428.57","1000.0","0.0","0.0","463.41","0.0","815.07","810.39","3500.0","96.0"
"43","2000","6","Madhya Pradesh","Hoshangabad","1121.74","2303.39","582.35","1500.0","678.95","0.0","2000.0","0.0","1000.0","1101.09","1062.99","487.5","0.0","363.64","1000.0","0.0","0.0","461.54","0.0","976.77","970.51","3333.33","135.71"
"43","2001","6","Madhya Pradesh","Hoshangabad","1210.53","2494.19","1100.0","1500.0","1136.36","0.0","2071.43","0.0","2000.0","1382.89","1279.07","460.53","0.0","333.33","1000.0","0.0","0.0","450.0","0.0","1092.18","1088.9","3250.0","126.67"
"43","2002","6","Madhya Pradesh","Hoshangabad","1263.64","2167.85","1000.0","1000.0","1000.0","0.0","2228.57","500.0","1666.67","1126.47","1024.79","500.0","250.0","444.44","0.0","0.0","0.0","62.5","0.0","720.12","716.36","2500.0","92.31"
"43","2003","6","Madhya Pradesh","Hoshangabad","1298.39","2290.42","1392.86","1500.0","1400.0","0.0","1972.97","0.0","1500.0","1229.23","1054.05","476.19","1000.0","416.67","1000.0","0.0","0.0","583.33","0.0","1155.05","1150.53","3200.0","150.0"
"43","2004","6","Madhya Pradesh","Hoshangabad","963.65","2270.9","1347.22","1173.91","1334.41","1000.0","1217.65","0.0","1310.34","1226.42","1067.02","500.86","1000.0","554.55","904.76","0.0","0.0","537.04","0.0","485.08","485.78","1202.25","174.6"
"43","2005","6","Madhya Pradesh","Hoshangabad","1300.33","2219.53","1292.45","2727.27","1358.74","1000.0","1456.46","0.0","1863.64","1293.02","1021.8","490.53","1000.0","480.77","897.44","400.0","0.0","633.33","0.0","1401.68","1398.63","1479.07","236.18"
"43","2006","6","Madhya Pradesh","Hoshangabad","1338.98","2518.94","1206.28","2692.31","1282.7","1200.0","951.37","0.0","2000.0","1278.59","946.51","500.0","769.23","431.82","1000.0","0.0","0.0","652.17","500.0","1418.56","1416.4","1126.93","219.64"
"43","2007","6","Madhya Pradesh","Hoshangabad","1088.3","3235.88","1411.76","2000.0","1444.44","0.0","1214.29","500.0","3000.0","1361.45","900.0","476.19","1000.0","250.0","1000.0","0.0","0.0","333.33","0.0","1226.91","1224.97","3041.67","185.29"
"43","2008","6","Madhya Pradesh","Hoshangabad","984.36","2907.74","1466.67","0.0","1466.67","1000.0","1413.79","500.0","2000.0","1145.14","1085.37","2236.67","1000.0","666.67","1000.0","0.0","0.0","1000.0","0.0","1027.31","1077.86","3230.77","257.58"
"43","2009","6","Madhya Pradesh","Hoshangabad","1666.67","2524.91","1428.57","0.0","1428.57","1000.0","1300.0","500.0","1500.0","1245.79","1054.05","413.79","1000.0","500.0","1000.0","0.0","0.0","0.0","0.0","1482.06","1481.19","3300.0","181.25"
"43","2010","6","Madhya Pradesh","Hoshangabad","2307.05","3686.03","2035.01","2552.63","2066.56","1644.44","1642.86","1000.0","4000.0","1494.65","612.07","423.08","1000.0","1000.0","0.0","0.0","0.0","0.0","0.0","1638.33","1637.25","3444.44","268.29"
"43","2011","6","Madhya Pradesh","Hoshangabad","2011.54","4528.83","1638.24","2847.46","1729.01","1476.19","1214.29","1000.0","4000.0","1754.49","908.16","387.1","1000.0","1000.0","1000.0","0.0","0.0","0.0","0.0","964.57","964.61","2558.82","332.56"
"43","2012","6","Madhya Pradesh","Hoshangabad","2054.58","3909.45","2428.57","4200.0","2573.77","1500.0","3196.63","0.0","1777.78","1475.96","1043.18","0.0","1500.0","707.32","1285.71","0.0","0.0","1000.0","0.0","1015.63","0.0","3803.37","363.64"
"43","2013","6","Madhya Pradesh","Hoshangabad","1577.03","3181.63","1222.22","2250.0","1600.0","1000.0","1476.44","0.0","1857.14","1007.55","779.26","672.2","1000.0","333.33","766.67","0.0","0.0","0.0","0.0","661.62","244.6","3362.32","300.0"
